"codigo","descricao","06/2025","07/2025","08/2025","09/2025","10/2025","11/2025","12/2025","01/2026","02/2026","03/2026","04/2026","05/2026","m_06/2025","m_07/2025","m_08/2025","m_09/2025","m_10/2025","m_11/2025","m_12/2025","m_01/2026","m_02/2026","m_03/2026","m_04/2026","m_05/2026","consumo_total_12_meses","media_diaria_12_meses"
"801235","PARAFUSO M4 X 8 CH. PH MET - OXI (PROD)",200,200,0,0,0,0,0,0,0,1,100,0,7,6,0,0,0,0,0,0,0,0,3,0,501,1
"804606","TAMPA DE ACABAMENTO DA CANALETA FLEXIVEL COM SAÍDA DO LED",0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,17,0,500,1
"916031","SUPORTE P/ MOTOR BASCULANTE (SUPORTE BV UNIVERSAL)",0,200,0,0,0,150,0,0,0,150,0,0,0,6,0,0,0,5,0,0,0,5,0,0,500,1
"202040","AÇO RED TREF DIN 11SMnPb30 7.94 NBR 8647",150,0,0,6,0,105,138,0,100,0,0,0,5,0,0,0,0,4,4,0,4,0,0,0,499,1
"813614","PERFIL AL 3,0M STL 1851 CANCELAS",24,4,19,17,23,33,67,21,128,10,123,28,1,0,1,1,1,1,2,1,5,0,4,1,497,1
"805126","TAMPA DA TRAVA ELETROMAGNETICA (MODELO NOVO)",8,0,208,4,10,0,0,0,235,30,0,0,0,0,7,0,0,0,0,0,8,1,0,0,495,1
"811063","MANUAL DE INSTALAÇÃO TRAVA ELETROMAGNETICA 110V/220V",8,0,208,4,10,0,0,0,235,30,0,0,0,0,7,0,0,0,0,0,8,1,0,0,495,1
"807197","ACIONADOR DA TRAVA ELETROMAGNÉTICA (MODELO NOVO)",8,0,208,4,10,0,0,0,235,30,0,0,0,0,7,0,0,0,0,0,8,1,0,0,495,1
"801255","EMBOLO MÓVEL TRAVA MAGNÉTICA (MACIÇO) 110/220V - ZINCADO",8,0,208,4,10,0,0,0,235,30,0,0,0,0,7,0,0,0,0,0,8,1,0,0,495,1
"801143","EMBOLO FIXO TRAVA MAGNÉTICA",8,0,208,4,10,0,0,0,235,30,0,0,0,0,7,0,0,0,0,0,8,1,0,0,495,1
"807199","CAIXA DA TRAVA ELETROMAGNÉTICA (MODELO NOVO) - CINZA",8,0,208,4,10,0,0,0,235,30,0,0,0,0,7,0,0,0,0,0,8,1,0,0,495,1
"804512","BASE DE VEDAÇÃO TRAVA ELETROMAGNÉTICA (MODELO NOVO)",8,0,208,4,10,0,0,0,235,30,0,0,0,0,7,0,0,0,0,0,8,1,0,0,495,1
"813500","BASE REGULÁVEL DA BASE DE CHÃO DZ",0,0,36,40,0,20,110,32,218,28,10,0,0,0,1,1,0,1,4,1,8,1,0,0,494,1
"103768","FIO COBRE ESMALTADO 155 TS 40 AWG",153,85,106,144,0,0,0,0,0,0,0,0,5,3,3,5,0,0,0,0,0,0,0,0,488,1
"813461","TUBO DE INOX CORTADO PARA PIVO 1,5M",12,0,56,49,46,53,0,28,2,56,119,62,0,0,2,2,1,2,0,1,0,2,4,2,483,1
"813247","ENGRENAGEM 2 ENTRADAS NEW BV COM IMÃ",130,7,144,15,0,10,2,28,87,56,0,0,4,0,5,0,0,0,0,1,3,2,0,0,479,1
"813184","FUSO P 7.5MM DE 1,5M E 2 ENTRADAS",10,0,56,49,43,53,0,28,2,56,119,62,0,0,2,2,1,2,0,1,0,2,4,2,478,1
"412038","ESTATOR BOBINADO AGL NEW BV/BV SPEEDTURBO PRO P39 4P 3F 110V 60HZ",86,20,72,40,62,25,47,57,14,21,31,0,3,1,2,1,2,1,2,2,0,1,1,0,475,1
"811862","MANUAL GABINETE 3U/5U EX",0,0,64,186,0,0,200,0,0,0,0,19,0,0,2,6,0,0,6,0,0,0,0,1,469,1
"103146","CABO CONECTOR TERMINAL WHITE WIRE BLK-4P 2800/650 BOX (BLK-4P 2800/650)",0,0,0,0,77,180,0,1,10,0,200,0,0,0,0,0,2,6,0,0,0,0,7,0,468,1
"811041","MANUAL DE INSTALAÇÃO LINHA NEW BV TURBO SEM LOGO PORTUGUÊS (CENTRAL NEW INVERTER)",97,33,70,40,49,27,43,57,12,21,16,0,3,1,2,1,2,1,1,2,0,1,1,0,465,1
"813243","ENGRENAGEM EXTERNA MOTOR INDUSTRIAL",41,26,27,124,50,2,36,40,20,22,73,2,1,1,1,4,2,0,1,1,1,1,2,0,463,1
"603518","ACESSORIOS PARA AUTOMATIZADOR BRUSHLESS DC MOTOR - MOLA DE CONTRA-PESO PARA CANCELA 1.2",13,17,43,22,44,47,50,45,43,34,81,21,0,1,1,1,1,2,2,1,2,1,3,1,460,1
"701032","CONJUNTO SUPORTE DE FIXAÇÃO PARA TANQUINHO COLORMAQ",13,0,20,0,95,0,0,65,0,245,20,0,0,0,1,0,3,0,0,2,0,8,1,0,458,1
"916126","AUTOMATIZADOR PARA CANCELA - BRUSHLESS DC MOTOR - MODELO: 18B-1.2S",13,17,39,22,44,47,50,45,43,34,82,21,0,1,1,1,1,2,2,1,2,1,3,1,457,1
"905003","CONJUNTO BOBINA TRAVA ELETROMAGNETICA 110V (MODELO NOVO)",0,0,208,4,10,0,0,0,205,30,0,0,0,0,7,0,0,0,0,0,7,1,0,0,457,1
"813304","FUSO P.60 Ø 5/8'' DE 1,5M",174,0,0,54,65,49,0,10,23,39,40,0,6,0,0,2,2,2,0,0,1,1,1,0,454,1
"811860","ETIQUETA ADES. BOPP FOSCO 40MM X 15MM X 02 CAR AMARELA",0,0,0,0,0,0,252,200,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,452,1
"403038","MOLA EMBOLO BOBINA 12V FIO DE ALUMINIO",200,200,0,0,0,0,0,0,0,1,50,0,7,6,0,0,0,0,0,0,0,0,2,0,451,1
"801111","EMBOLO SUPERIOR P/ BOBINA 12V/110V - ZINCADO",200,200,0,0,0,0,0,0,0,1,50,0,7,6,0,0,0,0,0,0,0,0,2,0,451,1
"804086","CARRETEL DA BOBINA 12V/24V/110V",200,200,0,0,0,0,0,0,0,1,50,0,7,6,0,0,0,0,0,0,0,0,2,0,451,1
"804084","BASE BOBINA 12V / 24V / 110V",200,200,0,0,0,0,0,0,0,1,50,0,7,6,0,0,0,0,0,0,0,0,2,0,451,1
"801110","EMBOLO INFERIOR C/ ROSCA P/ BOBINA 12V",200,200,0,0,0,0,0,0,0,1,50,0,7,6,0,0,0,0,0,0,0,0,2,0,451,1
"801108","PORTEIRA DA BOBINA - ZINCADO",200,200,0,0,0,0,0,0,0,1,50,0,7,6,0,0,0,0,0,0,0,0,2,0,451,1
"701235","BATENTE MECÂNICO BV CADENA - BRUTO",0,444,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,444,1
"813572","PERFIL AL 6,0M STL 1851 CANCELAS",15,28,31,22,70,47,12,14,159,20,16,9,0,1,1,1,2,2,0,0,6,1,1,0,443,1
"201027","CHAPA INOX 304L/200 2000 X 1250 X 1,50MM POLIDO 2F PVC BCO",0,86,110,0,0,107,0,60,0,75,0,0,0,3,4,0,0,4,0,2,0,2,0,0,438,1
"811872","EMBALAGEM PLÁSTICA PEÇAS REPOSIÇÃO COM LOGO (150MMX300MM)",11,13,75,92,65,59,17,44,3,32,24,3,0,0,2,3,2,2,1,1,0,1,1,0,438,1
"401183","PORCA F MET SEXTAVADA M14 (CH22) ZI (ISC",24,16,22,22,38,38,38,14,100,30,86,10,1,1,1,1,1,1,1,0,4,1,3,0,438,1
"804431","TAMPA DO MOTOR INDUSTRIAL",41,26,25,121,48,7,21,38,18,15,73,2,1,1,1,4,2,0,1,1,1,0,2,0,435,1
"801061","CARRO DA LINGUETA AGL AL100 - ZINCADO",200,200,0,0,0,0,0,0,0,0,0,35,7,6,0,0,0,0,0,0,0,0,0,1,435,1
"807113","LINGUETA DUPLA AGL MINI/ AL100 / AL100 ESPEC - ZINCADO",200,200,0,0,0,0,0,0,0,0,0,35,7,6,0,0,0,0,0,0,0,0,0,1,435,1
"811697","CAIXA TRAVA ELETROMAGNETICA AGL 17,4 X 9,5 X 6,7",0,0,200,4,0,0,0,0,201,30,0,0,0,0,6,0,0,0,0,0,7,1,0,0,435,1
"801090","BATENTE DA TRAVA ELETROMAGNETICA - ZINCADO",0,0,200,4,0,0,0,0,200,30,0,0,0,0,6,0,0,0,0,0,7,1,0,0,434,1
"813245","ALAVANCA DESTRAVAMENTO DZ INDUSTRIAL",41,21,24,112,46,2,26,47,17,15,73,2,1,1,1,4,1,0,1,2,1,0,2,0,426,1
"401032","ARRUELA LISA M8 ZI",20,10,22,22,34,38,38,14,100,30,86,10,1,0,1,1,1,1,1,0,4,1,3,0,424,1
"813153","BASE DE ALUMÍNIO SUPERIOR MOTOR DZ INDUSTRIAL",41,11,27,112,46,3,29,47,17,15,73,2,1,0,1,4,1,0,1,2,1,0,2,0,423,1
"813241","BASE DE ALUMÍNIO INFERIOR MOTOR DZ INDUSTRIAL",41,11,27,112,46,3,29,47,17,15,73,2,1,0,1,4,1,0,1,2,1,0,2,0,423,1
"403050","MOLA DE DESTRAVAMENTO MOTOR INDUSTRIAL FIO 2,40MM X 80,00MM",41,11,24,123,46,2,26,37,19,17,73,2,1,0,1,4,1,0,1,1,1,1,2,0,421,1
"401089","PARAFUSO MET M3 X 8MM CH PHS ZINC",200,200,0,0,0,0,0,0,0,0,0,20,7,6,0,0,0,0,0,0,0,0,0,1,420,1
"701159","PINO DESTRAVAMENTO MOTOR DZ INDUSTRIAL - BRUTO",41,11,24,124,46,2,26,37,17,17,71,2,1,0,1,4,1,0,1,1,1,1,2,0,418,1
"813372","SEM FIM DO STRONG 2000",41,12,24,119,46,2,26,40,17,16,72,2,1,0,1,4,1,0,1,1,1,1,2,0,417,1
"401169","PARAFUSO PAN PLASTIC PHS 3,5X14MM ZI",0,0,0,0,0,0,60,0,40,0,312,0,0,0,0,0,0,0,2,0,1,0,10,0,412,1
"103154","CABO CONECTOR TERMINAL WHITE WIRE BLK-4P 1300/650 BOX (BLK-4P 1300/650)",1,1,0,0,400,0,1,1,1,6,0,0,0,0,0,0,13,0,0,0,0,0,0,0,411,1
"401108","PARAFUSO PLASTIC PAN PHS 5 X 25MM ZI (PROD)",0,0,0,0,0,0,0,0,8,0,400,0,0,0,0,0,0,0,0,0,0,0,13,0,408,1
"401168","PARAFUSO 2.2 X 9.5MM A/A PAN PHS ZI",0,0,0,0,0,0,0,0,400,0,5,0,0,0,0,0,0,0,0,0,14,0,0,0,405,1
"404018","CONJUNTO CILINDRO FECHADURA AL100/AL100R/MINI/SOBREPOR",200,200,0,0,0,0,0,0,0,3,0,0,7,6,0,0,0,0,0,0,0,0,0,0,403,1
"103788","FIO DE POLIESTER TORCIDO",22,16,30,37,37,33,31,75,23,33,35,32,1,1,1,1,1,1,1,2,1,1,1,1,402,1
"810001","CAPA LONGA 40MM - ALUMINIO",200,200,0,0,0,0,0,0,0,1,0,0,7,6,0,0,0,0,0,0,0,0,0,0,401,1
"813506","ENGRENAGEM INTERNA 1 ENTRADA PARA MOTOR INDUSTRIAL DE NYLON",41,11,24,112,46,2,21,37,17,15,73,2,1,0,1,4,1,0,1,1,1,0,2,0,401,1
"801112","ALONGADOR CILINDRO CH. SIMP. AL100/AL100R/MINI.30MM - ZINCADO",200,200,0,0,0,0,0,0,0,1,0,0,7,6,0,0,0,0,0,0,0,0,0,0,401,1
"813328","CHAVETA DO MOTOR INDUSTRIAL",41,11,24,112,46,2,21,37,17,15,73,2,1,0,1,4,1,0,1,1,1,0,2,0,401,1
"804120","CAPA DO CILINDRO DA TAMPA CHAVE SIMPLES AGL PRETA",200,200,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,400,1
"804117","PROTETOR DA MOLA DO PERCURSOR",200,200,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,400,1
"804100","PINO PERCURSOR AL100",200,200,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,400,1
"403002","MOLA MEIO DO PERCURSOR AGL-AL100/IX100",200,200,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,400,1
"811107","MANUAL LINHA BASCULANTE / NEW BV SEM LOGO ESPANHOL (CENTRAL FLEX / LIGHT)",100,80,0,0,50,0,0,140,0,0,30,0,3,3,0,0,2,0,0,5,0,0,1,0,400,1
"403001","MOLA FINAL PERCURSOR AGL-AL100/IX100",200,200,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,400,1
"807115","SUPORTE DA PLAQUETA AGL - AL100/MINI - ZINCADO",200,200,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,400,1
"811533","CAIXA FECH ELETR AL100 AGL 16,2 X 10,0 X 11,1",200,200,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,400,1
"801073","CARRO DO PERCURSOR AGL AL100 - ZINCADO",200,200,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,400,1
"801094","PLAQUETA DE ABERT. DA BASE AGL- MINI/AL100 - ZINCADO",200,200,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,400,1
"801103","PLAQUETA DE ABER. TAMPA AGL- MINI / AL100 / AL100R - ZINCADO",200,200,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,400,1
"801022","TAMPA AGL AL100 - CINZA",200,200,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,400,1
"603519","ACESSORIOS PARA AUTOMATIZADOR BRUSHLESS DC MOTOR - MOLA DE CONTRA-PESO PARA CANCELA 2.5",20,58,47,43,38,28,14,39,20,9,65,19,1,2,2,1,1,1,0,1,1,0,2,1,400,1
"801067","MACAQUITO AGL AL100 - ZINCADO",200,200,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,400,1
"402010","ANEL ELASTICO RS4 DIN 6799 PED/001 CLI/RS4",200,200,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,400,1
"801064","TRAVA DA LINGUETA AGL - AL100 - ZINCADO",200,200,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,400,1
"701156","EIXO DO MOTOR INDUSTRIAL - BRUTO",41,11,24,123,46,2,26,37,19,12,57,2,1,0,1,4,1,0,1,1,1,0,2,0,400,1
"510028","TINTA BRANCO POLIESTER TEXTURIZADO B-3910",4,32,79,83,47,6,77,28,10,0,0,30,0,1,3,3,2,0,2,1,0,0,0,1,396,1
"916127","AUTOMATIZADOR PARA CANCELA - BRUSHLESS DC MOTOR - MODELO: 18B-2.5S",20,59,43,45,34,28,14,39,20,7,62,19,1,2,1,2,1,1,0,1,1,0,2,1,390,1
"401008","PARAFUSO PLASTIC PAN PHILLIPS 3 X 8 ZB",0,0,0,0,0,10,0,0,328,43,4,0,0,0,0,0,0,0,0,0,12,1,0,0,385,1
"811771","CAIXA DO MOTOR INDUSTRIAL (STRANG 2000)",41,11,24,112,46,2,21,37,15,10,55,2,1,0,1,4,1,0,1,1,1,0,2,0,376,1
"512006","CONJUNTO ESTATOR E ROTOR AGL DESL P28 1/4 cv 04 42Z 220V 50Hz",0,0,50,0,5,0,40,190,0,0,90,0,0,0,2,0,0,0,1,6,0,0,3,0,375,1
"811753","CAIXA MASTER 11 - CAIXA PARA CANCELA SEM LOGO",6,52,12,24,53,11,14,37,26,28,85,27,0,2,0,1,2,0,0,1,1,1,3,1,375,1
"412103","CJ ESTATOR ROTOR AGL P24 1/7 cv 04 42Z 127V 60HZ (COLORMAQ)",0,0,0,0,90,0,0,50,0,235,0,0,0,0,0,0,3,0,0,2,0,8,0,0,375,1
"813203","TAMPA PROTEÇÃO DO MOTOR - BRANCA",70,47,50,0,35,5,15,75,30,20,25,0,2,2,2,0,1,0,0,2,1,1,1,0,372,1
"813483","ACIONADOR DA MICRO CHAVE BV CADENA",146,54,0,110,16,4,0,0,4,4,30,0,5,2,0,4,1,0,0,0,0,0,1,0,368,1
"813560","PERFIL AL 3,5M SOL 7 STLF-0864 6063",38,10,30,39,44,62,10,0,34,21,40,31,1,0,1,1,1,2,0,0,1,1,1,1,359,1
"105068","BOBINA LAMINADA 2,00MM PRETA 23 (EVA PARA MOTORES)",51,10,27,38,38,34,23,42,18,31,23,21,2,0,1,1,1,1,1,1,1,1,1,1,356,1
"401226","ELO DE EMENDA CORRENTE BV CADENA",152,73,0,70,18,0,0,0,3,4,30,0,5,2,0,2,1,0,0,0,0,0,1,0,350,1
"412182","CJ ESTATOR ROTOR BOBINADO AGL P17 1/7 cv 04 42Z 220V 60HZ FLORA HIDALGO",0,0,0,0,0,0,0,30,319,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,349,1
"804221","CARCAÇA EXTERNA FECHADURAS RX / BT-100 / BT-1 / SMART X3 (MODELO ANTIGO)",0,0,0,0,0,0,0,12,130,201,0,0,0,0,0,0,0,0,0,0,5,6,0,0,343,1
"804240","ACABAMENTO BATENTE PRETO LINHA RX / MINI SMART 3,5MM X 119MM (N°1)",0,0,0,0,0,0,0,12,130,200,0,0,0,0,0,0,0,0,0,0,5,6,0,0,342,1
"802059","CHAVE DIGITAL TAG CHAVEIRO RESINADO 13,56MHZ (MODELO F08/RFID TAG)",0,0,0,0,0,0,0,12,130,200,0,0,0,0,0,0,0,0,0,0,5,6,0,0,342,1
"804239","ACABAMENTO DO BATENTE MINI SMART 2,70MMX119MM - PRETO (N°3)",0,0,0,0,0,0,0,12,130,200,0,0,0,0,0,0,0,0,0,0,5,6,0,0,342,1
"401253","PARAFUSO M1.6 X 4 CH PH - (DIN965)",0,0,0,0,0,0,0,12,130,200,0,0,0,0,0,0,0,0,0,0,5,6,0,0,342,1
"801306","PARAFUSO 3.5 X 25MM A/A PAN PHS OXI",0,0,0,0,0,0,0,12,130,200,0,0,0,0,0,0,0,0,0,0,5,6,0,0,342,1
"804238","ACABAMENTO BATENTE PRETO LINHA RX / MINI SMART 1,50MM X 119MM (N°2)",0,0,0,0,0,0,0,12,130,200,0,0,0,0,0,0,0,0,0,0,5,6,0,0,342,1
"401016","PARAFUSO 5/32 X 2.1/2"" PN. PH -ZI",0,0,0,0,0,0,0,12,130,200,0,0,0,0,0,0,0,0,0,0,5,6,0,0,342,1
"603801","TESTEIRA AVULSA PARA AUTOMATIZADOR PARA PORTAS DE ENROLAR - AC300 / DC",0,0,0,0,0,0,0,0,340,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,340,1
"103549","TERMINAL FASTON FEMEA ISOLADO 0,5-1,5MM",8,32,124,28,32,24,0,0,0,88,0,0,0,1,4,1,1,1,0,0,0,3,0,0,336,1
"804426","TAMPA DA CENTRAL DESLIZANTE INVERTER",63,38,74,12,37,6,27,35,1,29,12,0,2,1,2,0,1,0,1,1,0,1,0,0,334,1
"813152","BASE DA CENTRAL DESLIZANTE INVERTER",63,38,74,12,37,6,27,35,1,29,12,0,2,1,2,0,1,0,1,1,0,1,0,0,334,1
"100805","TRANSMISSOR 433MHz REMOTE - MODELO: AGL-E2 (DIGITAL KEY 6P20 PINK)",0,0,0,0,0,99,0,154,60,20,0,0,0,0,0,0,0,3,0,5,2,1,0,0,333,1
"102566","TECLADO EM BORRACHA PARA CONTROLE REMOTO - RUBBER KEY 4 KEYS BLUE",0,0,0,250,0,0,10,20,0,51,0,0,0,0,0,8,0,0,0,1,0,2,0,0,331,1
"707041","CANTONEIRA DO BATENTE PORTA SOCIAL - BRUTO",0,0,0,0,0,0,0,0,0,28,100,200,0,0,0,0,0,0,0,0,0,1,3,6,328,1
"103762","FIO COBRE ESMALTADO 155 TS 33 AWG",102,57,71,96,0,0,0,0,0,0,0,0,3,2,2,3,0,0,0,0,0,0,0,0,325,1
"208002","IMÃ D6*3",0,0,0,0,0,0,0,0,320,1,4,0,0,0,0,0,0,0,0,0,11,0,0,0,325,1
"401116","PARAFUSO 4,2 X 19MM A/A CH PHS ZI",0,0,0,0,0,0,0,0,320,0,4,0,0,0,0,0,0,0,0,0,11,0,0,0,324,1
"103160","CABO CONECTOR TERMINAL WHITE WIRE BLK-4P 6300/650 BOX (BLK-4P 6300/650)",0,0,0,0,19,102,0,0,0,0,0,200,0,0,0,0,1,3,0,0,0,0,0,6,321,1
"813022","SUPORTE PARA SENSOR REED DUPLO NEW",0,0,100,200,0,0,0,0,0,20,0,0,0,0,3,7,0,0,0,0,0,1,0,0,320,1
"811106","MANUAL DE INSTALAÇÃO LINHA DESLIZANTE TURBO SEM LOGO PORTUGUÊS (CENTRAL NEW INVERTER)",61,30,44,11,29,6,27,35,1,7,62,0,2,1,1,0,1,0,1,1,0,0,2,0,313,1
"801264","GABINETE METÁLICO 3U - BRANCO",44,30,0,15,153,0,1,2,40,27,0,0,1,1,0,0,5,0,0,0,1,1,0,0,312,1
"801292","TAMPA GABINETE 3U - BRANCA",44,30,0,15,153,0,1,2,40,27,0,0,1,1,0,0,5,0,0,0,1,1,0,0,312,1
"813155","FUSO P 7.5MM DE 3,5M E 6 ENTRADAS",35,10,21,39,37,57,10,0,29,19,28,26,1,0,1,1,1,2,0,0,1,1,1,1,311,1
"102574","BOBINA TUBULAR PEBD LEITOSA LISA P/ ACIONAMENTO DE MOTORES",5,17,50,6,27,6,5,14,58,17,97,8,0,1,2,0,1,0,0,0,2,1,3,0,310,1
"510022","TINTA CINZA GRAFITE POLIESTER TEXTURIZADO C-3920",3,30,30,27,42,20,26,32,7,35,38,16,0,1,1,1,1,1,1,1,0,1,1,1,305,1
"301001","ABS VIRGEM",0,0,0,0,0,60,85,0,58,98,0,0,0,0,0,0,0,2,3,0,2,3,0,0,301,1
"916200","MODULO AUTOMAÇÃO 1 CANAL - SWITCH MODULE - MODELO: M01-1-10A",0,0,0,0,156,44,0,0,0,100,0,0,0,0,0,0,5,1,0,0,0,3,0,0,300,1
"813275","FUSO P 7.5MM DE 1,4M E 4 ENTRADAS BV",0,100,0,0,200,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,300,1
"510019","TINTA BRANCO POLIESTER TEXTURIZADO B-3910",19,44,3,61,114,7,35,0,15,0,0,0,1,1,0,2,4,0,1,0,1,0,0,0,297,1
"201154","PERFIL AL TUB RED STLF-1194 6063 T5  20MM X 11,80MM X 3000MM",0,0,0,0,0,0,0,0,0,132,57,108,0,0,0,0,0,0,0,0,0,4,2,3,297,1
"403021","MOLA CÔNICA PARA TRAVA ELETROMAGNETICA 110V/220V",8,0,208,4,10,0,0,0,35,30,0,0,0,0,7,0,0,0,0,0,1,1,0,0,295,1
"811541","SACO PLASTICO TRANSPARENTE 15CM X 30CM",0,0,0,0,0,0,0,0,16,62,155,60,0,0,0,0,0,0,0,0,1,2,5,2,293,1
"811757","CAIXA CENTRAL DE PORTÃO AGL 12,5 X 4,7 X 10,8",30,29,15,0,10,0,0,150,7,51,0,0,1,1,0,0,0,0,0,5,0,2,0,0,292,1
"103774","FIO ALUMINIO PARA BOBINAR QZYL-2/180EIW 26 AWG 0.40MM",59,0,0,0,0,0,31,7,135,0,0,59,2,0,0,0,0,0,1,0,5,0,0,2,292,1
"401228","PARAFUSO ALLEN RI M3 X 16 ZI",8,32,120,0,32,0,0,0,0,88,0,0,0,1,4,0,1,0,0,0,0,3,0,0,280,1
"211018","ZAMAC",0,83,0,0,0,0,0,0,157,38,0,0,0,3,0,0,0,0,0,0,6,1,0,0,278,1
"801293","TAMPA GABINETE 5U - BRANCA",46,0,0,10,163,0,0,0,34,14,9,0,2,0,0,0,5,0,0,0,1,0,0,0,276,1
"801263","GABINETE METÁLICO 5U - BRANCO",46,0,0,10,163,0,0,0,34,14,9,0,2,0,0,0,5,0,0,0,1,0,0,0,276,1
"807224","CHAPA DE FIXAÇÃO PEGA VIDRO PORTA SOCIAL - ZINCADO",0,0,0,0,0,0,0,0,0,184,56,28,0,0,0,0,0,0,0,0,0,6,2,1,268,1
"301053","BORRACHA DE ISOLAMENTO ACÚSTICO DA PORTA SOCIAL",0,0,0,0,0,0,0,0,0,184,53,29,0,0,0,0,0,0,0,0,0,6,2,1,265,1
"202026","AÇO RED TREF SAE 1020 25.40 SAE J403",0,9,0,0,196,42,0,1,0,3,5,3,0,0,0,0,6,1,0,0,0,0,0,0,260,1
"813569","PERFIL AL 4,5M STL 1851 CANCELAS",0,0,6,5,30,36,5,16,159,0,0,0,0,0,0,0,1,1,0,1,6,0,0,0,257,1
"813332","SUPORTE REED MOTOR INDUSTRIAL",0,102,0,0,70,10,4,0,10,60,0,0,0,3,0,0,2,0,0,0,0,2,0,0,256,1
"103151","CABO CONECTOR TERMINAL WHITE WIRE BLK-4P 5300/650 BOX (BLK-4P 5300/650)",0,0,0,0,44,0,0,0,10,0,0,200,0,0,0,0,1,0,0,0,0,0,0,6,254,1
"101951","CAPACITOR  PP BIO. P/MOTORES CMLW CANECA PLASTICA 12uf 440V 35X49",0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,252,1
"807157","ENGRENAGEM DA FECHADURA RX100 / RX200 / RX500 - ZINCADO",0,0,0,0,0,0,0,6,145,100,1,0,0,0,0,0,0,0,0,0,5,3,0,0,252,1
"804497","TRAVA DA BIOMETRIA FECHADURAS RXS/B-100/BT-1/T12S - PRETA",0,0,0,0,0,0,0,6,145,100,1,0,0,0,0,0,0,0,0,0,5,3,0,0,252,1
"807158","CARCAÇA INTERNA DA FECHADURA RX100 / RX200 / RX500 / BT1",0,0,0,0,0,0,0,6,145,100,1,0,0,0,0,0,0,0,0,0,5,3,0,0,252,1
"412184","MOTOR TANQUINHO COLORMAQ P24 220V 60HZ",0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,252,1
"401082","PARAFUSO MET PAN PHS ZI 2,5 X 6MM",0,0,0,0,0,0,0,6,145,100,1,0,0,0,0,0,0,0,0,0,5,3,0,0,252,1
"802057","CILINDRO PARA FECHADURA E-CODE - LEVER - MODELO: ALUMINUM/ BRASS (CILINDRO GRANDE + 3 CHAVES)",0,0,0,0,0,0,0,6,145,100,1,0,0,0,0,0,0,0,0,0,5,3,0,0,252,1
"801082","ALONGADOR CILINDRO CH. SIMP. AL100/AL100R/MINI.47MM - ZINCADO",0,0,0,0,0,0,0,6,145,100,1,0,0,0,0,0,0,0,0,0,5,3,0,0,252,1
"813617","EIXO AGL 12,70 x 139,50 P/ TANQUINHO COLORMAQ",0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,252,1
"801139","CHAPA DE FIXAÇÃO FECHADURA RX100/RX200/RX500 (110MMX8,1MMX1,5MM) - ZINCADA",0,0,0,0,0,0,0,6,145,100,1,0,0,0,0,0,0,0,0,0,5,3,0,0,252,1
"807185","CARRO DA LINGUETA FECHADURAS RX - CROMADO",0,0,0,0,0,0,0,6,145,100,1,0,0,0,0,0,0,0,0,0,5,3,0,0,252,1
"804230","LINGUETA PLASTICA AGL DA FECHADURA RX100/RX200/RX500/MINI SMART",0,0,0,0,0,0,0,6,145,100,1,0,0,0,0,0,0,0,0,0,5,3,0,0,252,1
"802060","MINI MOTOR DC PARA FECHADURAS DIGITAIS (MODELO N20AGB298-11115)",0,0,0,0,0,0,0,6,145,100,1,0,0,0,0,0,0,0,0,0,5,3,0,0,252,1
"801106","ALONGADOR CILINDRO CH. SIMP. AL100/AL100R/MINI.70MM - ZINCADO",0,0,0,0,0,0,0,6,145,100,1,0,0,0,0,0,0,0,0,0,5,3,0,0,252,1
